"","user","rec 1","rec 2","rec 3","rec 4","rec 5","rec 6","rec 7","rec 8","rec 9","rec 10"
"964","15236","the.hives","rammstein","placebo","lacuna.coil","razorlight","kaiser.chiefs","nightwish","the.fratellis","die.apokalyptischen.reiter","korpiklaani"
"965","15237","kreator","black.sabbath","manowar","finntroll","equilibrium","slayer","dark.tranquillity","hammerfall","ensiferum","ac.dc"
"966","15269","genesis","nouvelle.vague","moby","morcheeba","portishead","air","guns.n.roses","dire.straits","thievery.corporation","digitalism"
"967","15287","gentleman","farin.urlaub","seeed","clueso","red.hot.chili.peppers","nine.inch.nails","bob.marley...the.wailers","marilyn.manson","nightwish","serj.tankian"
"968","15324","iron.maiden","motorhead","black.sabbath","slayer","deep.purple","arch.enemy","amon.amarth","children.of.bodom","aerosmith","hammerfall"
"969","15335","the.postal.service","the.fray","beatsteaks","foo.fighters","babyshambles","norah.jones","james.morrison","clueso","travis","my.chemical.romance"
"970","15379","gentleman","deichkind","tori.amos","cypress.hill","peter.fox","michael.jackson","oasis","aerosmith","incubus","christina.aguilera"
"971","15381","gentleman","justice","clueso","daft.punk","digitalism","david.guetta","seeed","bob.marley","the.chemical.brothers","kanye.west"
"972","15402","the.chemical.brothers","crystal.castles","james.blunt","air","elvis.presley","snow.patrol","r.e.m.","morcheeba","the.ting.tings","the.killers"
"973","15426","eminem","jay.z","atb","lenny.kravitz","scooter","hoobastank","cascada","deichkind","madonna","black.eyed.peas"
"974","15442","beirut","nada.surf","mogwai","the.postal.service","beck","arcade.fire","damien.rice","belle.and.sebastian","stars","the.killers"
"975","15456","faithless","beastie.boys","gorillaz","daft.punk","goldfrapp","thievery.corporation","abba","cypress.hill","pink.floyd","guns.n.roses"
"976","15469","lostprophets","alexisonfire","papa.roach","afi","anti.flag","blink.182","nickelback","billy.talent","silverstein","audioslave"
"977","15491","the.cure","u2","genesis","guns.n.roses","pink.floyd","queen","tori.amos","faithless","the.chemical.brothers","massive.attack"
"978","15497","a.perfect.circle","machine.head","disturbed","dark.tranquillity","sonic.syndicate","manowar","slipknot","chimaira","heaven.shall.burn","dimmu.borgir"
"979","15498","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"980","15502","groove.coverage","my.chemical.romance","atb","beatsteaks","hans.zimmer","fall.out.boy","katy.perry","gorillaz","linkin.park","serj.tankian"
"981","15505","justice","the.fratellis","mando.diao","kate.nash","death.cab.for.cutie","kaiser.chiefs","beastie.boys","coldplay","the.postal.service","kings.of.leon"
"982","15520","hoobastank","lostprophets","paramore","papa.roach","jimmy.eat.world","good.charlotte","the.postal.service","flyleaf","editors","afi"
"983","15525","daft.punk","james.morrison","jamiroquai","mika","nouvelle.vague","massive.attack","morcheeba","gentleman","thievery.corporation","goldfrapp"
"984","15555","avril.lavigne","papa.roach","u2","nightwish","sonata.arctica","serj.tankian","flyleaf","eminem","portishead","tori.amos"
"985","15567","him","marilyn.manson","schandmaul","justin.timberlake","kanye.west","in.extremo","jay.z","apocalyptica","lenny.kravitz","my.chemical.romance"
"986","15574","howard.shore","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire"
"987","15599","groove.coverage","atb","leona.lewis","kelly.clarkson","the.pussycat.dolls","avril.lavigne","pink","rihanna","britney.spears","justin.timberlake"
"988","15607","afi","bad.religion","jimmy.eat.world","nofx","hoobastank","misfits","millencolin","papa.roach","green.day","fall.out.boy"
"989","15656","dropkick.murphys","misfits","ramones","good.charlotte","die.toten.hosen","sum.41","bloodhound.gang","afi","billy.talent","jimmy.eat.world"
"990","15694","the.doors","jimi.hendrix","goldfrapp","faithless","elvis.presley","genesis","gorillaz","morcheeba","queen","eminem"
"991","15696","rise.against","flogging.molly","the.subways","kaiser.chiefs","the.kooks","misfits","paramore","green.day","jimmy.eat.world","afi"
"992","15710","elliott.smith","interpol","arcade.fire","the.beatles","the.decemberists","the.libertines","beirut","hot.chip","bright.eyes","death.cab.for.cutie"
"993","15717","slipknot","metallica","blind.guardian","him","placebo","bullet.for.my.valentine","subway.to.sally","nightwish","limp.bizkit","in.extremo"
"994","15718","rammstein","slipknot","bullet.for.my.valentine","nightwish","korpiklaani","rob.zombie","oomph.","lacuna.coil","him","godsmack"
"995","15731","bring.me.the.horizon","silverstein","funeral.for.a.friend","hatebreed","all.that.remains","heaven.shall.burn","alexisonfire","killswitch.engage","enter.shikari","lostprophets"
"996","15760","deichkind","justice","him","the.chemical.brothers","digitalism","gorillaz","oasis","the.prodigy","beastie.boys","marilyn.manson"
"997","15802","bring.me.the.horizon","nofx","all.that.remains","caliban","hatebreed","trivium","a.perfect.circle","nine.inch.nails","sonic.syndicate","anti.flag"
"998","15844","ensiferum","finntroll","amon.amarth","korpiklaani","dark.tranquillity","die.apokalyptischen.reiter","children.of.bodom","dimmu.borgir","hammerfall","blind.guardian"
"999","15845","afi","misfits","simple.plan","blink.182","millencolin","flogging.molly","nofx","hoobastank","bad.religion","panic.at.the.disco"
"1000","15874","arctic.monkeys","the.white.stripes","the.wombats","razorlight","gorillaz","justice","babyshambles","franz.ferdinand","oasis","foo.fighters"
"1001","15892","rammstein","apocalyptica","the.offspring","ac.dc","green.day","guns.n.roses","peter.fox","marilyn.manson","hammerfall","nirvana"
"1002","15921","rage.against.the.machine","led.zeppelin","johnny.cash","red.hot.chili.peppers","the.doors","guano.apes","black.sabbath","modest.mouse","the.rolling.stones","a.perfect.circle"
"1003","15952","hatebreed","caliban","trivium","killswitch.engage","underoath","chimaira","machine.head","enter.shikari","bullet.for.my.valentine","breaking.benjamin"
"1004","15960","atb","avril.lavigne","kelly.clarkson","david.guetta","katy.perry","lady.gaga","hoobastank","linkin.park","rihanna","three.days.grace"
"1005","15961","jimi.hendrix","bob.dylan","bob.marley...the.wailers","guns.n.roses","abba","pink.floyd","michael.jackson","johnny.cash","dire.straits","hans.zimmer"
"1006","15970","lily.allen","maria.mena","franz.ferdinand","razorlight","the.hives","the.killers","oasis","arctic.monkeys","the.kooks","the.white.stripes"
"1007","15977","david.bowie","u2","johnny.cash","hot.chip","genesis","guns.n.roses","pink.floyd","manu.chao","bob.dylan","queen"
"1008","16011","morcheeba","jamiroquai","portishead","goldfrapp","daft.punk","jose.gonzalez","aphex.twin","faithless","bjork","moby"
"1009","16016","system.of.a.down","black.sabbath","marilyn.manson","die.toten.hosen","rob.zombie","rage.against.the.machine","oomph.","apocalyptica","motorhead","ac.dc"
"1010","16025","tom.waits","the.beatles","queens.of.the.stone.age","pearl.jam","the.white.stripes","gorillaz","eric.clapton","elvis.presley","thievery.corporation","morcheeba"
"1011","16038","die.toten.hosen","him","nirvana","farin.urlaub","marilyn.manson","rage.against.the.machine","foo.fighters","queen","subway.to.sally","flogging.molly"
"1012","16046","bring.me.the.horizon","heaven.shall.burn","all.that.remains","chimaira","killswitch.engage","machine.head","trivium","atreyu","sonic.syndicate","linkin.park"
"1013","16057","eric.clapton","the.doors","johnny.cash","the.beatles","david.bowie","cypress.hill","bob.marley...the.wailers","led.zeppelin","keane","yann.tiersen"
"1014","16084","joy.division","sufjan.stevens","elliott.smith","the.decemberists","tegan.and.sara","depeche.mode","arcade.fire","the.national","kings.of.convenience","the.shins"
"1015","16090","lily.allen","dido","the.fray","frank.sinatra","bjork","stars","eels","kings.of.convenience","cocorosie","air"
"1016","16098","oomph.","him","rammstein","schandmaul","subway.to.sally","manowar","flyleaf","serj.tankian","avril.lavigne","rob.zombie"
"1017","16107","thievery.corporation","jamiroquai","the.prodigy","nouvelle.vague","bjork","digitalism","gorillaz","cypress.hill","justice","deichkind"
"1018","16111","u2","massive.attack","muse","alanis.morissette","norah.jones","james.blunt","incubus","the.beatles","genesis","damien.rice"
"1019","16125","muse","razorlight","jimi.hendrix","damien.rice","eric.clapton","travis","snow.patrol","mando.diao","oasis","modest.mouse"
"1020","16127","simple.plan","the.offspring","evanescence","good.charlotte","beatsteaks","kaiser.chiefs","apocalyptica","the.subways","placebo","die.toten.hosen"
"1021","16133","tori.amos","rage.against.the.machine","johnny.cash","audioslave","dropkick.murphys","guano.apes","judas.priest","black.sabbath","iron.maiden","red.hot.chili.peppers"
"1022","16164","arctic.monkeys","snow.patrol","lily.allen","the.hives","the.fratellis","blur","the.fray","eels","queens.of.the.stone.age","jason.mraz"
"1023","16171","genesis","tori.amos","him","the.chemical.brothers","black.sabbath","guns.n.roses","nirvana","led.zeppelin","a.perfect.circle","dream.theater"
"1024","16172","thievery.corporation","jamiroquai","bjork","frank.sinatra","travis","razorlight","faithless","keane","digitalism","david.bowie"
"1025","16187","groove.coverage","atb","cascada","kelly.clarkson","christina.aguilera","evanescence","avril.lavigne","bloodhound.gang","nelly.furtado","britney.spears"
"1026","16200","hammerfall","eluveitie","in.extremo","subway.to.sally","parkway.drive","korpiklaani","gentleman","iron.maiden","ensiferum","dimmu.borgir"
"1027","16216","stars","nouvelle.vague","moby","kings.of.convenience","portishead","interpol","bjork","the.decemberists","digitalism","keane"
"1028","16234","audioslave","guano.apes","farin.urlaub","alanis.morissette","foo.fighters","nirvana","nickelback","tori.amos","incubus","u2"
"1029","16241","the.used","green.day","nickelback","the.offspring","billy.talent","lostprophets","guano.apes","good.charlotte","hoobastank","alexisonfire"
"1030","16271","nickelback","guano.apes","flyleaf","oomph.","tori.amos","papa.roach","system.of.a.down","hoobastank","three.days.grace","the.prodigy"
"1031","16284","slayer","volbeat","johnny.cash","judas.priest","equilibrium","arch.enemy","die.toten.hosen","guns.n.roses","kreator","finntroll"
"1032","16293","jose.gonzalez","seeed","fall.out.boy","clueso","regina.spektor","jimmy.eat.world","my.chemical.romance","linkin.park","killswitch.engage","bob.marley"
"1033","16294","finntroll","in.extremo","ensiferum","blind.guardian","schandmaul","equilibrium","die.apokalyptischen.reiter","serj.tankian","nightwish","lacuna.coil"
"1034","16308","nickelback","green.day","peter.fox","linkin.park","norah.jones","jack.johnson","keane","the.offspring","the.used","james.blunt"
"1035","16331","bob.marley","johnny.cash","elvis.presley","jay.z","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi"
"1036","16355","goldfrapp","genesis","beastie.boys","nickelback","air","gorillaz","morcheeba","daft.punk","atb","good.charlotte"
"1037","16357","bring.me.the.horizon","millencolin","blink.182","afi","parkway.drive","farin.urlaub","caliban","chimaira","serj.tankian","die.toten.hosen"
"1038","16363","howard.shore","groove.coverage","michael.jackson","genesis","robbie.williams","atb","sonata.arctica","cascada","lacuna.coil","keane"
"1039","16377","genesis","placebo","oomph.","him","michael.jackson","guns.n.roses","pink.floyd","david.bowie","nightwish","howard.shore"
"1040","16388","modest.mouse","incubus","the.strokes","the.white.stripes","editors","the.notwist","mogwai","coldplay","nada.surf","beirut"
"1041","16411","the.doors","deep.purple","aerosmith","pink.floyd","the.rolling.stones","eric.clapton","bob.dylan","guns.n.roses","porcupine.tree","a.perfect.circle"
"1042","16421","jack.johnson","travis","beatsteaks","oasis","clueso","norah.jones","foo.fighters","muse","the.killers","gorillaz"
"1043","16433","r.e.m.","pink.floyd","queen","the.doors","the.rolling.stones","red.hot.chili.peppers","jimi.hendrix","oasis","peter.fox","tom.waits"
"1044","16448","paramore","red.hot.chili.peppers","limp.bizkit","hoobastank","cypress.hill","three.days.grace","the.prodigy","franz.ferdinand","nickelback","razorlight"
"1045","16469","kaiser.chiefs","the.white.stripes","the.fray","queens.of.the.stone.age","regina.spektor","the.postal.service","incubus","keane","jack.johnson","kate.nash"
"1046","16472","keane","the.ting.tings","the.wombats","snow.patrol","arctic.monkeys","the.strokes","clueso","the.streets","kings.of.leon","razorlight"
"1047","16474","the.shins","the.smashing.pumpkins","beck","r.e.m.","the.notwist","a.perfect.circle","modest.mouse","bright.eyes","porcupine.tree","pearl.jam"
"1048","16495","u2","gorillaz","james.blunt","r.e.m.","queen","air","madonna","justice","keane","snow.patrol"
"1049","16535","editors","adam.green","stars","belle.and.sebastian","beck","death.cab.for.cutie","the.national","the.postal.service","the.streets","nada.surf"
"1050","16583","nine.inch.nails","oomph.","marilyn.manson","nirvana","die.toten.hosen","him","metallica","farin.urlaub","bob.marley","bullet.for.my.valentine"
"1051","16602","finntroll","korpiklaani","him","dark.tranquillity","subway.to.sally","schandmaul","dimmu.borgir","good.charlotte","manowar","hoobastank"
"1052","16604","daft.punk","eminem","goldfrapp","katie.melua","amy.winehouse","faithless","frank.sinatra","bob.marley","gorillaz","alicia.keys"
"1053","16612","air","thievery.corporation","lily.allen","jack.johnson","tegan.and.sara","goldfrapp","oasis","the.wombats","daft.punk","moby"
"1054","16624","keane","r.e.m.","gorillaz","feist","thievery.corporation","moby","morcheeba","peter.fox","foo.fighters","tegan.and.sara"
"1055","16628","kreator","black.sabbath","dark.tranquillity","dimmu.borgir","children.of.bodom","rage.against.the.machine","bad.religion","guns.n.roses","apocalyptica","bloodhound.gang"
"1056","16629","finntroll","dark.tranquillity","korpiklaani","die.apokalyptischen.reiter","dimmu.borgir","children.of.bodom","kreator","nirvana","hammerfall","arch.enemy"
"1057","16651","franz.ferdinand","the.kooks","mando.diao","the.wombats","kings.of.leon","the.strokes","justice","kaiser.chiefs","editors","the.hives"
"1058","16653","britney.spears","the.pussycat.dolls","katy.perry","leona.lewis","james.blunt","cascada","abba","alicia.keys","robbie.williams","elvis.presley"
"1059","16654","cocorosie","jose.gonzalez","bjork","portishead","jimi.hendrix","tom.waits","the.beatles","beck","the.decemberists","the.rolling.stones"
"1060","16668","kings.of.leon","the.libertines","bloc.party","joy.division","the.postal.service","kate.nash","blur","adam.green","mgmt","interpol"
"1061","16673","cocorosie","boards.of.canada","jamiroquai","thievery.corporation","kings.of.convenience","bjork","the.postal.service","morcheeba","regina.spektor","goldfrapp"
"1062","16681","black.sabbath","ac.dc","slayer","apocalyptica","rage.against.the.machine","judas.priest","blind.guardian","dream.theater","nirvana","die.toten.hosen"
"1063","16701","led.zeppelin","eric.clapton","nirvana","genesis","bob.dylan","johnny.cash","queens.of.the.stone.age","gorillaz","muse","guns.n.roses"
"1064","16717","the.killers","aphex.twin","elliott.smith","eels","snow.patrol","the.notwist","beck","tori.amos","the.shins","the.national"
"1065","16718","ac.dc","guns.n.roses","black.sabbath","rage.against.the.machine","depeche.mode","dire.straits","johnny.cash","farin.urlaub","the.offspring","judas.priest"
"1066","16745","ac.dc","motorhead","iron.maiden","nightwish","oomph.","him","deep.purple","system.of.a.down","marilyn.manson","guns.n.roses"
"1067","16747","slayer","arch.enemy","manowar","amon.amarth","opeth","volbeat","ac.dc","equilibrium","hammerfall","sonata.arctica"
"1068","16754","the.subways","razorlight","the.hives","the.fratellis","jay.z","seeed","cypress.hill","the.killers","the.strokes","foo.fighters"
"1069","16779","coldplay","incubus","bob.marley...the.wailers","flogging.molly","genesis","oasis","the.offspring","green.day","guns.n.roses","ac.dc"
"1070","16811","amy.winehouse","clueso","britney.spears","the.hives","beatsteaks","razorlight","oasis","katy.perry","franz.ferdinand","kelly.clarkson"
"1071","16860","nelly.furtado","katy.perry","lady.gaga","kanye.west","kelly.clarkson","david.guetta","pink","frank.sinatra","maria.mena","madonna"
"1072","16872","gentleman","kanye.west","bob.marley","deichkind","eminem","foo.fighters","rise.against","incubus","flogging.molly","jack.johnson"
"1073","16918","beatsteaks","pearl.jam","a.perfect.circle","audioslave","porcupine.tree","bob.marley","guano.apes","the.offspring","linkin.park","queens.of.the.stone.age"
"1074","16942","as.i.lay.dying","hatebreed","all.that.remains","caliban","underoath","james.blunt","amy.macdonald","enter.shikari","trivium","alexisonfire"
"1075","16951","porcupine.tree","rob.zombie","aerosmith","volbeat","black.sabbath","red.hot.chili.peppers","metallica","tool","in.flames","iron.maiden"
"1076","16970","eminem","red.hot.chili.peppers","timbaland","gentleman","scooter","hoobastank","the.chemical.brothers","foo.fighters","amy.macdonald","gorillaz"
"1077","16988","sum.41","billy.talent","funeral.for.a.friend","millencolin","good.charlotte","nofx","bloodhound.gang","enter.shikari","atreyu","jimmy.eat.world"
"1078","17017","thievery.corporation","morcheeba","beyonce","portishead","pink","leona.lewis","kate.nash","a.perfect.circle","faithless","avril.lavigne"
"1079","17050","red.hot.chili.peppers","rage.against.the.machine","oasis","lady.gaga","r.e.m.","dream.theater","bloodhound.gang","linkin.park","die.toten.hosen","deichkind"
"1080","17062","r.e.m.","queen","the.pussycat.dolls","alicia.keys","jack.johnson","peter.fox","dire.straits","pink","depeche.mode","snow.patrol"
"1081","17080","the.subways","the.hives","the.kooks","muse","franz.ferdinand","bloc.party","clueso","elliott.smith","the.strokes","interpol"
"1082","17101","faithless","bloodhound.gang","david.guetta","lady.gaga","abba","mika","hans.zimmer","the.prodigy","katy.perry","a.perfect.circle"
"1083","17110","james.morrison","the.decemberists","lily.allen","amy.winehouse","jason.mraz","bob.marley...the.wailers","the.fray","the.shins","regina.spektor","pink.floyd"
"1084","17127","daft.punk","digitalism","the.prodigy","faithless","deichkind","mgmt","the.ting.tings","crystal.castles","depeche.mode","cypress.hill"
"1085","17155","morcheeba","damien.rice","jamiroquai","faithless","bjork","digitalism","beastie.boys","the.chemical.brothers","jay.z","snow.patrol"
"1086","17163","the.cure","millencolin","the.clash","bad.religion","dropkick.murphys","anti.flag","david.bowie","hot.chip","misfits","sufjan.stevens"
"1087","17172","bring.me.the.horizon","trivium","chimaira","killswitch.engage","machine.head","sonic.syndicate","alexisonfire","enter.shikari","soilwork","underoath"
"1088","17182","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"1089","17215","oomph.","him","avril.lavigne","rammstein","manowar","schandmaul","dream.theater","finntroll","equilibrium","dark.tranquillity"
"1090","17219","gentleman","bjork","jason.mraz","incubus","red.hot.chili.peppers","norah.jones","oasis","air","muse","james.morrison"
"1091","17220","audioslave","nirvana","the.smashing.pumpkins","johnny.cash","bad.religion","cypress.hill","bob.marley","jack.johnson","ac.dc","coldplay"
"1092","17231","the.subways","clueso","the.fratellis","razorlight","franz.ferdinand","incubus","bloc.party","the.streets","james.morrison","the.libertines"
"1093","17233","dimmu.borgir","subway.to.sally","in.extremo","blind.guardian","children.of.bodom","kreator","hammerfall","oomph.","volbeat","sonata.arctica"
"1094","17251","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"1095","17254","gentleman","clueso","gorillaz","norah.jones","alanis.morissette","aphex.twin","cocorosie","jason.mraz","bob.marley","the.chemical.brothers"
"1096","17288","ensiferum","die.apokalyptischen.reiter","children.of.bodom","machine.head","trivium","volbeat","all.that.remains","arch.enemy","sonic.syndicate","blind.guardian"
"1097","17318","limp.bizkit","hoobastank","cypress.hill","three.days.grace","the.prodigy","nickelback","papa.roach","avril.lavigne","jay.z","evanescence"
"1098","17347","sonata.arctica","seeed","lacuna.coil","nickelback","aerosmith","evanescence","black.sabbath","rammstein","in.extremo","apocalyptica"
"1099","17360","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"1100","17361","guano.apes","bloodhound.gang","rage.against.the.machine","oasis","die.toten.hosen","red.hot.chili.peppers","blink.182","farin.urlaub","system.of.a.down","flogging.molly"
"1101","17396","stone.sour","guano.apes","seether","killswitch.engage","rise.against","tenacious.d","all.that.remains","bring.me.the.horizon","bloodhound.gang","red.hot.chili.peppers"
"1102","17415","bloc.party","aerosmith","thievery.corporation","massive.attack","razorlight","clueso","crystal.castles","the.beatles","johnny.cash","norah.jones"
"1103","17420","schandmaul","apocalyptica","rammstein","marilyn.manson","nightwish","blind.guardian","lacuna.coil","finntroll","oomph.","korpiklaani"
"1104","17425","iron.maiden","farin.urlaub","black.sabbath","motorhead","red.hot.chili.peppers","the.clash","deep.purple","bloodhound.gang","bob.marley...the.wailers","genesis"
"1105","17433","the.cure","david.bowie","hot.chip","the.smiths","tom.waits","a.perfect.circle","abba","ac.dc","adam.green","aerosmith"
"1106","17434","scooter","cypress.hill","faithless","groove.coverage","jay.z","the.prodigy","justin.timberlake","a.perfect.circle","abba","ac.dc"
"1107","17437","rammstein","equilibrium","apocalyptica","lacuna.coil","manowar","marilyn.manson","hans.zimmer","oomph.","amon.amarth","flogging.molly"
"1108","17443","crystal.castles","the.smiths","mogwai","modest.mouse","cat.power","editors","justice","beastie.boys","the.shins","feist"
"1109","17454","alexisonfire","fall.out.boy","enter.shikari","afi","silverstein","blink.182","panic.at.the.disco","the.used","atreyu","my.chemical.romance"
"1110","17463","metallica","stone.sour","red.hot.chili.peppers","farin.urlaub","bloodhound.gang","queen","foo.fighters","soilwork","the.cure","staind"
"1111","17467","the.cure","david.bowie","u2","hot.chip","genesis","guns.n.roses","the.smiths","pink.floyd","queen","tori.amos"
"1112","17468","all.that.remains","arch.enemy","children.of.bodom","machine.head","soilwork","trivium","parkway.drive","dark.tranquillity","caliban","bring.me.the.horizon"
"1113","17481","the.doors","foo.fighters","moby","the.beatles","led.zeppelin","jamiroquai","thievery.corporation","goldfrapp","massive.attack","nouvelle.vague"
"1114","17482","finntroll","sonata.arctica","amon.amarth","dark.tranquillity","korpiklaani","children.of.bodom","dream.theater","manowar","rammstein","hammerfall"
"1115","17510","farin.urlaub","panic.at.the.disco","simple.plan","him","green.day","guano.apes","evanescence","nine.inch.nails","limp.bizkit","clueso"
"1116","17513","bob.dylan","equilibrium","the.doors","korpiklaani","slipknot","the.offspring","red.hot.chili.peppers","amon.amarth","placebo","limp.bizkit"
"1117","17533","three.days.grace","trivium","limp.bizkit","sonic.syndicate","simple.plan","seether","all.that.remains","my.chemical.romance","hoobastank","stone.sour"
"1118","17538","digitalism","the.prodigy","beastie.boys","evanescence","korpiklaani","ensiferum","pearl.jam","subway.to.sally","dimmu.borgir","oomph."
"1119","17585","children.of.bodom","opeth","amon.amarth","slayer","arch.enemy","finntroll","black.sabbath","equilibrium","a.perfect.circle","abba"
"1120","17589","oasis","pink.floyd","cocorosie","the.rolling.stones","bob.dylan","elvis.presley","jimi.hendrix","tom.waits","the.killers","death.cab.for.cutie"
"1121","17595","gorillaz","jimmy.eat.world","kings.of.leon","muse","travis","interpol","snow.patrol","nada.surf","the.notwist","beastie.boys"
"1122","17623","bring.me.the.horizon","killswitch.engage","serj.tankian","trivium","chimaira","nightwish","schandmaul","oomph.","machine.head","soilwork"
"1123","17631","ensiferum","eluveitie","die.apokalyptischen.reiter","nightwish","dimmu.borgir","blind.guardian","schandmaul","lacuna.coil","in.flames","porcupine.tree"
"1124","17635","editors","nada.surf","death.cab.for.cutie","the.postal.service","radiohead","the.strokes","arcade.fire","modest.mouse","the.clash","beastie.boys"
"1125","17656","the.prodigy","daft.punk","beastie.boys","faithless","aphex.twin","mogwai","thievery.corporation","cocorosie","bjork","seeed"
"1126","17657","the.fratellis","arctic.monkeys","kaiser.chiefs","bloc.party","the.ting.tings","digitalism","the.wombats","deichkind","daft.punk","editors"
"1127","17666","ensiferum","korpiklaani","dimmu.borgir","dark.tranquillity","blind.guardian","manowar","kreator","nightwish","black.sabbath","children.of.bodom"
"1128","17701","die.apokalyptischen.reiter","children.of.bodom","amon.amarth","hammerfall","kreator","dark.tranquillity","dimmu.borgir","eluveitie","finntroll","korpiklaani"
"1129","17713","travis","mando.diao","arctic.monkeys","the.hives","mgmt","lenny.kravitz","jason.mraz","kaiser.chiefs","bloc.party","the.wombats"
"1130","17720","afi","the.offspring","good.charlotte","my.chemical.romance","nickelback","rammstein","nirvana","bad.religion","linkin.park","millencolin"
"1131","17723","him","subway.to.sally","sonata.arctica","three.days.grace","marilyn.manson","system.of.a.down","die.toten.hosen","placebo","limp.bizkit","apocalyptica"
"1132","17741","kaiser.chiefs","bad.religion","oasis","nofx","green.day","the.fratellis","millencolin","the.subways","good.charlotte","razorlight"
"1133","17747","the.cure","bad.religion","guns.n.roses","genesis","farin.urlaub","green.day","ac.dc","the.beatles","mgmt","the.postal.service"
"1134","17751","bob.marley","millencolin","sum.41","rage.against.the.machine","anti.flag","bad.religion","the.fratellis","seeed","clueso","billy.talent"
"1135","17787","nofx","misfits","millencolin","the.kooks","the.wombats","deichkind","the.hives","rage.against.the.machine","ramones","digitalism"
"1136","17806","audioslave","underoath","silverstein","deftones","nirvana","the.strokes","coldplay","fall.out.boy","enter.shikari","adam.green"
"1137","17821","bright.eyes","the.postal.service","the.shins","mogwai","the.national","elliott.smith","cocorosie","arcade.fire","boards.of.canada","arctic.monkeys"
"1138","17827","blink.182","simple.plan","linkin.park","fall.out.boy","evanescence","the.wombats","flyleaf","rise.against","good.charlotte","the.offspring"
"1139","17835","katie.melua","timbaland","alicia.keys","norah.jones","eminem","frank.sinatra","david.guetta","madonna","mika","amy.macdonald"
"1140","17854","coldplay","tom.waits","incubus","the.doors","the.white.stripes","the.notwist","damien.rice","modest.mouse","adam.green","the.cure"
"1141","17865","papa.roach","hoobastank","guano.apes","paramore","lostprophets","placebo","seether","him","avril.lavigne","nickelback"
"1142","17879","justice","thievery.corporation","portishead","beastie.boys","gorillaz","goldfrapp","the.chemical.brothers","boards.of.canada","faithless","jamiroquai"
"1143","17882","queen","dire.straits","bjork","pink.floyd","u2","depeche.mode","boards.of.canada","r.e.m.","cocorosie","portishead"
"1144","17916","finntroll","eluveitie","children.of.bodom","dark.tranquillity","arch.enemy","slayer","blind.guardian","lacuna.coil","hammerfall","volbeat"
"1145","17948","sonata.arctica","david.guetta","in.extremo","oomph.","beyonce","lacuna.coil","katy.perry","nelly.furtado","equilibrium","jay.z"
"1146","17979","system.of.a.down","green.day","my.chemical.romance","die.toten.hosen","nickelback","nirvana","serj.tankian","sum.41","panic.at.the.disco","simple.plan"
"1147","17982","atb","cascada","madonna","groove.coverage","timbaland","nelly.furtado","britney.spears","justin.timberlake","the.pussycat.dolls","jason.mraz"
"1148","17999","justin.timberlake","duffy","kanye.west","jay.z","david.guetta","atb","james.blunt","scooter","lenny.kravitz","crystal.castles"
"1149","18014","alexisonfire","billy.talent","anti.flag","nofx","hoobastank","bad.religion","foo.fighters","the.used","hatebreed","afi"
"1150","18030","david.guetta","christina.aguilera","cascada","katy.perry","jay.z","pink","kelly.clarkson","atb","lenny.kravitz","leona.lewis"
"1151","18048","equilibrium","dark.tranquillity","finntroll","korpiklaani","tool","die.apokalyptischen.reiter","kreator","dimmu.borgir","nine.inch.nails","children.of.bodom"
"1152","18068","portishead","thievery.corporation","air","faithless","morcheeba","moby","deichkind","serj.tankian","oasis","beastie.boys"
"1153","18076","good.charlotte","the.hives","farin.urlaub","blink.182","the.offspring","the.kooks","foo.fighters","the.wombats","fall.out.boy","mando.diao"
"1154","18082","howard.shore","guns.n.roses","massive.attack","genesis","placebo","system.of.a.down","marilyn.manson","jamiroquai","black.sabbath","goldfrapp"
"1155","18085","jack.johnson","james.morrison","foo.fighters","leona.lewis","lady.gaga","scooter","nickelback","oasis","evanescence","coldplay"
"1156","18093","paramore","billy.talent","good.charlotte","three.days.grace","farin.urlaub","the.offspring","green.day","fall.out.boy","panic.at.the.disco","guano.apes"
"1157","18097","black.sabbath","manowar","finntroll","equilibrium","arch.enemy","ensiferum","apocalyptica","hammerfall","volbeat","ac.dc"
"1158","18098","the.decemberists","porcupine.tree","yann.tiersen","the.national","beirut","cat.power","the.shins","elliott.smith","bright.eyes","the.smiths"
"1159","18142","mogwai","radiohead","death.cab.for.cutie","boards.of.canada","the.strokes","the.shins","beirut","massive.attack","modest.mouse","stars"
"1160","18221","fall.out.boy","green.day","christina.aguilera","the.used","avril.lavigne","evanescence","farin.urlaub","katy.perry","lady.gaga","sum.41"
"1161","18257","mando.diao","the.fratellis","kaiser.chiefs","the.wombats","coldplay","queens.of.the.stone.age","kate.nash","clueso","the.hives","ac.dc"
